t_s,scenario,N_rpm,MAP_Pa,MAP_commanded_Pa,altitude_m,fuel_flow_kg_s_per_cyl_1,fuel_flow_kg_s_per_cyl_2,fuel_flow_kg_s_per_cyl_3,fuel_flow_kg_s_per_cyl_4,EGT_K_1,EGT_K_2,EGT_K_3,EGT_K_4,CHT_K_1,CHT_K_2,CHT_K_3,CHT_K_4,p_oil_Pa,T_oil_K
44.0,endurance,4994.513490378118,120337.29042991197,120000.0,5500.0,0.0012297126411832406,0.0012347084626871034,0.0012449276906146551,0.0012393053660412078,961.7457094179055,962.1707694576183,962.0859306273816,965.6050555416213,428.935125249403,429.0839063995708,431.69447983023883,429.1023611334917,549796.7856408916,291.21573220255596
45.0,endurance,4999.236241895347,119290.30433292227,120000.0,5500.0,0.0012464997438701667,0.0012492254699476685,0.001252887666082284,0.0012417705094753758,965.6817976033052,966.0533998468409,961.1639185510259,966.131659246807,429.83066781443654,429.0903814043029,429.337497732182,431.5336976017945,547269.8469863337,288.1109540404755
46.0,endurance,5000.41728754537,119930.0750257104,120000.0,5500.0,0.0012386995649043004,0.0012345107571037973,0.0012228074591343258,0.0012515703474865838,961.3933031525429,962.5326004143835,962.0679120612413,961.8170348769877,430.3993621358363,430.0398996187401,428.9819638265983,428.7113147687678,540002.6250440787,290.8670241777817
47.0,endurance,5000.6296068783395,120116.54184602623,120000.0,5500.0,0.0012368062773776608,0.0012376784070911994,0.0012435654337243367,0.0012180037268409373,966.4967988571992,961.6973955292199,962.136053862615,965.9496766741664,429.8785591855406,429.69820901446377,429.072806163175,428.09495606406415,543274.4238741675,291.09526138872474
48.0,endurance,4995.501723966462,120681.37743089431,120000.0,5500.0,0.001226891926322936,0.0012317702039816047,0.0012471558883284872,0.0012408791988210814,964.654458634972,961.7892064490761,961.2091593917,959.5385572304472,428.4524142106247,428.5800177056378,428.22915983975327,429.9645866356159,539030.2712711069,287.9117049380065
49.0,endurance,5012.417413209742,119582.57316936439,120000.0,5500.0,0.0012252990454955158,0.0012562626537094073,0.0012553400059414285,0.0012265916486356742,960.3247188577473,961.2725491320564,965.5316542196706,962.6501610981504,428.8474276019112,429.6277530475314,430.86031695517823,428.2665750883699,540430.6881955242,288.5165243800768
50.0,endurance,5010.86077748665,120909.1597671842,120000.0,5500.0,0.0012526811541048717,0.0012392230379824041,0.001249057349151114,0.0012147949580159625,963.8255361826834,960.6003522018757,960.6231370153855,961.8632308077713,429.3059087135871,430.2303447050997,430.3568042085953,429.91879803708997,537628.0141279682,290.57598678801367
51.0,endurance,4999.39526508888,120590.1144265797,120000.0,5500.0,0.0012294979134385535,0.0012065901264686474,0.0012349630079194359,0.0012675729532127668,964.2106573389067,962.8840242913869,965.0399552394015,964.2790475604664,430.11746676371746,429.1425798383585,429.7322964999695,429.8573174644683,539136.3882299049,288.78126983637964
52.0,endurance,5000.695113305205,120484.22506919796,120000.0,5500.0,0.0012489106488923693,0.0012470080505753108,0.0012471363245206777,0.0012729427207050098,963.7924500757562,965.3567588068648,967.1868825826807,963.3788088464289,429.92065550876396,430.70017197254873,431.3437887312153,429.9692307651473,544164.786197444,289.9908395763866
53.0,endurance,4993.972004043446,120558.83393257236,120000.0,5500.0,0.0012377451869393927,0.0012195507599130737,0.0012390898280730128,0.0012194480490995314,961.263290723433,963.3148506011898,961.4388310735976,965.423328079319,428.1919861551556,429.92525833862555,430.220393560747,431.1235971646655,546999.5559499171,290.1412044528302
54.0,endurance,5000.443367745498,119974.9840263606,120000.0,5500.0,0.0012551171627423867,0.0012328399980960528,0.0012474580055879983,0.0012398344758912784,963.7734797142859,962.7679098716983,967.5634320812953,961.9792163037625,429.91993393441925,429.9430132811201,430.2753622250516,430.1178786453217,544529.8688801673,290.8934980811485
55.0,endurance,4992.533672622805,120010.86711992498,120000.0,5500.0,0.0012257188069349624,0.0012439135255686686,0.001226352577480401,0.0012291171240840515,963.1761901388644,966.0903741228706,964.4526509840247,963.8913260149328,431.07227190582967,428.72386472999034,427.5771026002134,429.24542502467403,541024.8981096345,291.1480376621816
56.0,endurance,5010.762738873761,119341.83307901603,120000.0,5500.0,0.0012717875090313196,0.0012604602347911999,0.0012514541049864515,0.001245616162812123,968.1524544478234,963.4614324675026,962.3529767044989,963.5786396622079,428.3007936484599,430.1421094978853,429.5603118219217,430.00072456426756,544220.8732615204,288.8552090933068
57.0,endurance,5006.651608196027,119499.66456684194,120000.0,5500.0,0.0012520756098707026,0.0012212839798569793,0.0012456666571171665,0.0012308823179397546,963.3871718812997,961.9992539805428,958.9357324691962,961.0731451783037,429.7398542948735,430.29527028362656,428.2021892782904,427.54627821780826,538065.4516370661,289.70396075221765
58.0,endurance,4996.910912687042,119602.87721785066,120000.0,5500.0,0.0012516247366547559,0.0012530553310040288,0.001250274240806645,0.0012294307334531742,963.4560587230158,962.9162183274972,960.4486062050856,965.0684842027215,429.75948772333084,429.1866111069459,431.0890609229465,430.4353324452924,546706.5932287768,291.1153939464516
59.0,endurance,5003.665826275784,119374.98782441454,120000.0,5500.0,0.0012362418522928154,0.0012535140581410166,0.0012315236182326378,0.0012415219701942806,964.0976186411774,966.1850125443813,965.8993188266733,965.0983400255661,429.4839692179082,430.58513240516817,430.1981995424359,429.50814644150927,549206.6523018926,290.40810326763716
60.0,endurance,4996.286710762659,120639.707002772,120000.0,5500.0,0.0012378737213550584,0.0012484038432231312,0.0012221186995553593,0.0012407904360982015,487.4891789616895,961.3506312707145,959.4742987113103,967.5816442854745,420.69224085245173,429.9050058677435,430.77461726568674,429.5446221701205,544967.8502630034,288.5508792810343
61.0,endurance,5001.03084227206,119797.85551158826,120000.0,5500.0,0.0012472073624273342,0.0012432399870747123,0.001223798186055163,0.0012180110431806682,329.37369303865006,964.7644982110654,964.1400023148909,964.095786707099,410.43654579862823,426.9745949634275,429.0398389128139,429.33055049369494,539366.401258033,290.2610243650023
62.0,endurance,4999.174643067235,119409.87858467792,120000.0,5500.0,0.0012300263184992068,0.00124271636946847,0.0012418387827526766,0.0012400120611939093,283.27175874942526,962.7551224295842,963.5202512568026,961.2873438423976,404.1272920979594,430.18307489784917,430.2256235502897,429.50078668242037,544333.3857850576,289.95658234540383
63.0,endurance,4990.599021307573,118362.76248736933,120000.0,5500.0,0.0012695572179410586,0.001251189054071694,0.00124017402118251,0.001219311448296551,258.6252521049717,965.9845035838568,957.6963278392662,962.62402028237,397.78570387979545,429.7993565998438,430.41091825628837,429.5248761279105,554316.9550203903,288.8720040142966
64.0,endurance,4993.188864869865,120137.26617286923,120000.0,5500.0,0.0012586177466881146,0.0012401848391307866,0.0012538952644463755,0.0012342913443598184,252.95485307254557,966.0725238106619,966.4101086963082,966.3389405107088,389.29101440974233,428.500918210623,428.4867525272981,429.4314902654359,545261.8860536427,290.40917172510075
65.0,endurance,4992.827971437593,120097.58641056568,120000.0,5500.0,0.0012410984001526603,0.0012419967650992973,0.0012405843352684084,0.001238372804787212,254.56168426568985,963.5264017547381,963.7235042652421,961.8911709969029,383.296565817514,429.53497343619625,427.5409642535564,430.1397355413961,541028.1892677743,290.8262818985828
66.0,endurance,4999.189506169818,119952.12873850144,120000.0,5500.0,0.0012435052041086417,0.0012407312658167789,0.0012353325339509993,0.0012186269516020563,256.41042122164475,960.1151102367833,962.5896387526864,964.5789592333058,376.79375007288166,430.2233939311302,430.42531524196863,430.91949816192107,543836.1139070966,292.8066426225656
67.0,endurance,4994.932941019552,120113.68945200414,120000.0,5500.0,0.0012364006434854866,0.0012341138983748593,0.001244443000828661,0.0012589733827733025,251.08793104361138,961.8507711965904,964.7216603106683,964.3606708184186,372.208787739279,430.68400542711964,429.8857167518197,429.3267524244971,543426.0111065707,289.7247829758431
68.0,endurance,4993.174545074654,120004.11738285914,120000.0,5500.0,0.0012387053360732544,0.0012379928410236494,0.001235551189677293,0.0012618500956206903,253.82864843928212,965.1464081266226,962.0573401749872,961.2274395971671,364.11358006515445,429.90019724164546,429.310796530643,429.4678975041521,547156.7947465554,290.19922411623594
69.0,endurance,4995.079925338805,119786.00035853109,120000.0,5500.0,0.0012327191178950014,0.0012431236147818995,0.0012263942145353207,0.0012386603520621608,253.7973222027866,963.3301305581862,961.4449296955047,962.0398545201207,358.95897595219736,430.1392070076494,430.49319579836106,429.5109140339943,535763.4480990615,291.32499261506933
70.0,endurance,5001.489431525051,120203.03593988108,120000.0,5500.0,0.0012446694792304606,0.0012280043961384966,0.0012369162084705852,0.0012440706550912734,254.46926909169233,963.3930463315618,957.0327857092758,962.7899800906378,353.9035322282691,430.9500145890556,430.3674417109949,432.1463342261185,549471.40855265,291.2476638076138
71.0,endurance,5004.713936735998,119308.78235572443,120000.0,5500.0,0.0012513892559252488,0.001248317258272374,0.001234351114141712,0.0012481579525065272,253.2374699252624,962.3426434539914,963.0259000632171,962.7460929933698,348.76179774524485,429.23155007361925,430.201038632798,427.73853760298624,540940.055980028,288.21531256521746
72.0,endurance,4997.5855029724235,120258.46827910614,120000.0,5500.0,0.0012411465688260178,0.0012395055408300746,0.0012417320190750794,0.0012603539871194457,250.18794194457746,965.0481489605211,960.247489037464,962.3378007266042,343.92633461254223,428.8044451806499,429.8612628351346,430.38481787329886,536380.9841715349,289.8226281259764
73.0,endurance,4998.117168780971,119029.80812494588,120000.0,5500.0,0.0012385570266007907,0.0012309790256481805,0.0012574948042616378,0.001230013720814182,255.79909302248365,962.2057890145031,967.148970716029,964.3514605613703,339.6864313530854,430.46183949751924,430.5584331338985,431.059416876287,551013.2384679911,289.5532862839851
74.0,endurance,4993.749325796691,118664.12184266366,120000.0,5500.0,0.0012360730500894299,0.0012503121466696653,0.0012455734049476592,0.001242307707412615,251.69965656372887,961.9926976179358,962.7053338995424,964.0506346604328,333.1643325632907,430.38504730258364,428.19766694076117,429.4978750383301,539177.1054424108,289.5304700069636
75.0,endurance,4994.7612040021,119422.1394007962,120000.0,5500.0,0.0012379825032550076,0.0012273772293651295,0.0012713452855613332,0.0012356539084346476,251.07677766087792,962.1617823169274,961.1171596956397,958.3471298721486,330.5779595928557,429.95980364111415,428.145386786845,429.65461703095644,536265.3645025044,289.85704276335235
76.0,endurance,5001.759578650447,120239.01396324225,120000.0,5500.0,0.0012461844780579752,0.0012320447825271907,0.001251702572085474,0.0012352200303563528,253.0838926537619,964.6656231077909,962.6479092506587,960.6870493829838,327.5615285646303,428.53042712518686,428.75647680799165,428.5448637550696,546519.1362511255,289.72797903507967
77.0,endurance,4988.712305509771,120362.97484324386,120000.0,5500.0,0.0012664639765085268,0.0012631024445433436,0.0012337170901306862,0.0012417226662928098,253.39877806266637,965.0404329807237,963.3229138181051,961.0640143976568,324.01135776645117,430.2612282071539,428.31530116050567,429.2785293716599,543641.8219674224,289.8864629598418
78.0,endurance,5002.56749882554,120392.28334875756,120000.0,5500.0,0.0012474621449955676,0.0012393130948854362,0.0012239971227575796,0.0012483758371423447,255.17916504597983,967.2004991766408,963.1821900665017,963.1770648936841,321.195535172293,431.0826682756347,429.9842179314901,430.3561280867416,538477.9802892199,290.4709987234848
79.0,endurance,4995.80265103999,119920.6793336881,120000.0,5500.0,0.0012391819046083637,0.0012348909018253132,0.0012145012740602268,0.0012304519192462308,253.03844518603125,963.1228029438,962.4570830867798,964.1018409954338,317.1057630205549,430.4895048109018,428.83423899263585,429.6623595219787,540601.0283372008,289.0057794540829
80.0,endurance,4992.436044247007,119942.69804249596,120000.0,5500.0,0.0012298422025740054,0.001267394924546823,0.0012394484849702733,0.001237886235879434,251.5713713880672,966.9904906102564,961.3556255808008,962.9173218095331,312.48125600690963,429.5147634167322,429.60362717036315,430.73832636624303,535184.9704673359,289.86236717588287
81.0,endurance,5007.998420675346,119736.71082254144,120000.0,5500.0,0.0012384676975261113,0.001229663608192083,0.0012081799343118128,0.0012393713654347976,254.7176385798462,962.3033465409767,959.5458024890966,963.7717627599185,310.32433499853073,430.63964646388297,430.54971974423074,429.3690110408046,544264.380005645,288.08369239699624
82.0,endurance,5005.484311959248,120084.48541116445,120000.0,5500.0,0.0012541345245335772,0.0012538550989535861,0.001237101831522511,0.0012388131443693523,250.61645858211685,959.1059738605287,962.9747387865704,963.5459729043027,306.3042737539158,430.35093188794303,429.73759526653225,430.09274264603,538416.5153702485,288.1184863544523
83.0,endurance,5003.804601752722,120297.00260952495,120000.0,5500.0,0.0012393048692954387,0.0012354420212139648,0.001237229970047994,0.0012389682030372296,251.34835410378463,959.2167565722235,964.8072190095819,960.249169210128,304.3449044562874,429.3325143229468,429.9005103220233,428.0260524569983,548303.7425258111,290.53985020553415
84.0,endurance,5003.773519540232,120626.33657367706,120000.0,5500.0,0.001230799219426069,0.0012018079779053787,0.0012448523857738222,0.0012570197477600796,254.70321150253895,962.1817199940303,963.0712239128007,963.8272751906698,300.3025145485563,428.9816755927096,429.01287978213975,431.23332519195054,539063.7682180115,291.46575068150224
85.0,endurance,5000.045308215967,119159.75293179594,120000.0,5500.0,0.001268357329408535,0.0012287872070153988,0.0012485313085577258,0.0012620426497511436,251.3297062289302,960.8115317081166,965.3545240726418,963.403517276835,298.44271350253075,428.5749238089611,429.26646409720337,430.62014515117704,540914.4069412776,290.5545200654761
86.0,endurance,5008.263569376619,120634.71252463367,120000.0,5500.0,0.0012587169927261496,0.0012561648411941167,0.001220918524761983,0.0012560536312936855,253.05708110556944,963.0238869049788,961.1033844325751,960.0946672467052,296.2334284991613,429.6347614654485,428.4810375525682,428.8396506455388,539266.1541956657,290.56653864517756
87.0,endurance,4998.524100971606,119927.05286446214,120000.0,5500.0,0.0012573352881627385,0.0012368921547762793,0.0012483142572100568,0.0012277586111600965,253.05829268462887,963.5117121951952,963.6233673832927,962.3399319208769,294.10468797773916,429.3565962361813,429.1881513663035,430.6895008060384,546888.8690214317,288.6978787918591
88.0,endurance,5003.136615387733,119760.13422201436,120000.0,5500.0,0.0012465730327976326,0.0012349028466377514,0.0012226155444538503,0.001253489033114746,253.30459076723574,960.8213084115911,959.4898584486111,962.2042349512374,291.8546628567434,429.29221082292526,430.2764021652709,431.12521037840173,540565.6892367332,291.27735306031076
